feature	chromosome	start	end	SLX-17922.D704tp_D504tp.HC22GBBXY.s_6.r_1	SLX-17921.D701tp_D501tp.H5J55BBXY.s_8.r_1	SLX-16150.D704tp_D507tp.HC22VBBXY.s_3.r_1
16:6000001-6500000	16	6000001	6500000	1.006	0.884	1.072
16:6500001-7000000	16	6500001	7000000	0.997	0.941	0.959
16:7000001-7500000	16	7000001	7500000	0.99	0.955	0.948
16:7500001-8000000	16	7500001	8000000	1.012	1.071	0.927
16:8000001-8500000	16	8000001	8500000	1.071	1.006	0.986
16:8500001-9000000	16	8500001	9000000	1.099	1.033	1
16:9000001-9500000	16	9000001	9500000	1.032	0.971	1.033
16:9500001-10000000	16	9500001	10000000	1.092	1.097	1.005
16:10000001-10500000	16	10000001	10500000	1.079	0.966	0.981
16:11000001-11500000	16	11000001	11500000	1.016	1.034	0.966
16:11500001-12000000	16	11500001	12000000	1.005	0.899	0.977
16:12000001-12500000	16	12000001	12500000	1.084	1.177	1.08
16:12500001-13000000	16	12500001	13000000	1.013	0.811	0.973
16:13000001-13500000	16	13000001	13500000	1.084	1.029	0.981
16:13500001-14000000	16	13500001	14000000	1.073	0.942	0.934
16:14000001-14500000	16	14000001	14500000	0.999	0.97	0.996
16:15500001-16000000	16	15500001	16000000	0.974	0.869	0.943
16:17000001-17500000	16	17000001	17500000	1.05	1.029	0.983
16:17500001-18000000	16	17500001	18000000	1.071	1.054	1.019
16:19000001-19500000	16	19000001	19500000	0.968	0.994	1.032
16:19500001-20000000	16	19500001	20000000	0.97	1.02	0.993
16:20000001-20500000	16	20000001	20500000	1.006	0.995	1.027
16:22000001-22500000	16	22000001	22500000	1.056	1.078	1.03
16:23000001-23500000	16	23000001	23500000	1.009	0.978	1.015
16:23500001-24000000	16	23500001	24000000	0.982	1.017	0.911
16:24000001-24500000	16	24000001	24500000	1.102	0.973	1.006
16:24500001-25000000	16	24500001	25000000	1.032	1.025	1
16:25000001-25500000	16	25000001	25500000	1.021	0.951	1
16:25500001-26000000	16	25500001	26000000	1.039	0.909	0.929
16:26000001-26500000	16	26000001	26500000	1.047	0.974	0.987
16:26500001-27000000	16	26500001	27000000	1.053	0.971	1.018
16:27000001-27500000	16	27000001	27500000	1.055	1.006	0.893
16:27500001-28000000	16	27500001	28000000	1.114	0.98	0.989
16:30500001-31000000	16	30500001	31000000	0.938	0.934	0.867
16:31000001-31500000	16	31000001	31500000	1.054	0.992	0.972
16:46500001-47000000	16	46500001	47000000	0.929	0.837	1.113
16:47000001-47500000	16	47000001	47500000	0.96	0.994	0.974
16:47500001-48000000	16	47500001	48000000	1.051	1.124	1.001
16:48000001-48500000	16	48000001	48500000	0.998	0.864	1.031
16:48500001-49000000	16	48500001	49000000	1.085	0.974	1.011
16:49000001-49500000	16	49000001	49500000	1.064	0.945	0.967
16:49500001-50000000	16	49500001	50000000	1.012	1.011	0.935
16:50000001-50500000	16	50000001	50500000	1.055	0.986	0.96
16:50500001-51000000	16	50500001	51000000	0.973	0.972	0.96
16:51000001-51500000	16	51000001	51500000	1.068	1.095	1.053
16:51500001-52000000	16	51500001	52000000	0.98	0.982	0.982
16:52000001-52500000	16	52000001	52500000	1.058	0.973	1.036
16:52500001-53000000	16	52500001	53000000	1.004	0.889	0.969
16:53000001-53500000	16	53000001	53500000	0.968	0.988	0.984
16:53500001-54000000	16	53500001	54000000	0.965	1.044	0.994
16:54000001-54500000	16	54000001	54500000	0.991	1.017	1.008
16:54500001-55000000	16	54500001	55000000	1.006	1.14	1.042
16:55000001-55500000	16	55000001	55500000	0.985	0.986	0.98
16:55500001-56000000	16	55500001	56000000	0.961	0.914	1.012
16:56000001-56500000	16	56000001	56500000	1.111	1.02	1.009
16:56500001-57000000	16	56500001	57000000	0.964	0.93	0.99
16:57000001-57500000	16	57000001	57500000	0.99	1.012	0.968
16:57500001-58000000	16	57500001	58000000	0.94	0.977	0.847
16:58000001-58500000	16	58000001	58500000	1.02	0.911	0.982
16:58500001-59000000	16	58500001	59000000	1.039	1.009	0.954
16:59000001-59500000	16	59000001	59500000	0.914	1.037	0.986
16:59500001-60000000	16	59500001	60000000	1.013	1.104	0.906
16:60500001-61000000	16	60500001	61000000	1.048	1.012	0.985
16:61000001-61500000	16	61000001	61500000	0.998	1.037	0.89
16:61500001-62000000	16	61500001	62000000	0.972	0.991	0.992
16:62000001-62500000	16	62000001	62500000	0.999	0.982	1.02
16:62500001-63000000	16	62500001	63000000	1.001	0.933	1.04
16:63000001-63500000	16	63000001	63500000	0.945	0.984	1.071
16:63500001-64000000	16	63500001	64000000	1.014	0.93	1.019
16:64000001-64500000	16	64000001	64500000	0.966	1.057	1.068
16:64500001-65000000	16	64500001	65000000	1.065	0.99	1
16:65000001-65500000	16	65000001	65500000	1.001	1.029	1.115
16:66000001-66500000	16	66000001	66500000	1.044	1.096	1.024
16:66500001-67000000	16	66500001	67000000	1.127	0.956	0.979
16:67000001-67500000	16	67000001	67500000	0.887	0.93	0.91
16:68000001-68500000	16	68000001	68500000	0.737	1.024	0.98
16:68500001-69000000	16	68500001	69000000	0.697	0.938	1.053
16:69500001-70000000	16	69500001	70000000	0.726	0.983	0.937
16:71500001-72000000	16	71500001	72000000	0.723	1.138	1.021
16:72000001-72500000	16	72000001	72500000	0.711	0.975	1
16:72500001-73000000	16	72500001	73000000	0.773	0.974	1.007
16:73500001-74000000	16	73500001	74000000	0.805	0.889	1.02
16:74000001-74500000	16	74000001	74500000	0.721	0.942	1.007
16:74500001-75000000	16	74500001	75000000	0.794	0.932	0.959
16:75000001-75500000	16	75000001	75500000	0.768	0.941	0.895
16:75500001-76000000	16	75500001	76000000	0.684	1.017	1.011
16:76000001-76500000	16	76000001	76500000	0.689	0.9	1.043
16:76500001-77000000	16	76500001	77000000	0.786	0.994	1.006
16:77000001-77500000	16	77000001	77500000	0.652	0.969	0.978
16:77500001-78000000	16	77500001	78000000	0.74	1.1	0.985
16:78000001-78500000	16	78000001	78500000	0.728	0.942	0.969
16:78500001-79000000	16	78500001	79000000	0.768	1.009	1.06
16:79000001-79500000	16	79000001	79500000	0.731	1.025	0.961
16:79500001-80000000	16	79500001	80000000	0.721	1.083	1.02
16:80000001-80500000	16	80000001	80500000	0.806	1.013	1.002
16:80500001-81000000	16	80500001	81000000	0.82	0.972	0.924
16:81000001-81500000	16	81000001	81500000	0.75	0.793	1.095
16:81500001-82000000	16	81500001	82000000	0.807	0.977	0.965
16:82500001-83000000	16	82500001	83000000	0.764	0.966	0.968
16:83000001-83500000	16	83000001	83500000	0.681	1.056	1.01
16:83500001-84000000	16	83500001	84000000	0.736	0.943	0.961
16:84000001-84500000	16	84000001	84500000	0.712	0.937	1.044
16:84500001-85000000	16	84500001	85000000	0.707	0.982	0.912
16:85000001-85500000	16	85000001	85500000	0.708	0.994	1.03
16:85500001-86000000	16	85500001	86000000	0.683	0.879	1.073
16:86000001-86500000	16	86000001	86500000	0.776	1.078	1.005
16:86500001-87000000	16	86500001	87000000	0.732	0.858	1.032
16:87000001-87500000	16	87000001	87500000	0.696	0.903	0.874
16:87500001-88000000	16	87500001	88000000	0.837	0.919	1.018
16:88500001-89000000	16	88500001	89000000	0.653	0.969	1.003
16:89000001-89500000	16	89000001	89500000	0.711	1.085	0.976
16:89500001-90000000	16	89500001	90000000	0.743	1.111	0.999
17:500001-1000000	17	500001	1000000	0.784	0.988	1.102
17:1000001-1500000	17	1000001	1500000	0.736	1.217	1.046
17:1500001-2000000	17	1500001	2000000	0.784	1.119	1.008
17:2000001-2500000	17	2000001	2500000	0.717	0.944	0.871
17:2500001-3000000	17	2500001	3000000	0.814	1.153	1.077
17:3500001-4000000	17	3500001	4000000	0.948	1.078	1.021
17:4000001-4500000	17	4000001	4500000	0.71	1.053	0.956
17:4500001-5000000	17	4500001	5000000	0.78	0.976	1.044
17:5000001-5500000	17	5000001	5500000	0.771	0.845	1.064
17:5500001-6000000	17	5500001	6000000	0.804	1.017	1.057
17:6000001-6500000	17	6000001	6500000	0.773	1.12	1.13
17:6500001-7000000	17	6500001	7000000	0.857	1.086	1.085
17:7000001-7500000	17	7000001	7500000	0.742	0.993	1.015
17:7500001-8000000	17	7500001	8000000	0.726	0.888	0.918
17:8000001-8500000	17	8000001	8500000	0.725	1.055	0.956
17:8500001-9000000	17	8500001	9000000	0.712	1.053	1.008
17:9000001-9500000	17	9000001	9500000	0.83	1.14	1.146
17:9500001-10000000	17	9500001	10000000	0.79	0.978	1.028
17:10000001-10500000	17	10000001	10500000	0.792	1.064	0.954
17:10500001-11000000	17	10500001	11000000	0.798	0.989	0.924
17:11000001-11500000	17	11000001	11500000	0.779	1.041	1.088
17:11500001-12000000	17	11500001	12000000	0.807	1.033	1.049
17:12000001-12500000	17	12000001	12500000	0.757	0.896	1.006
17:12500001-13000000	17	12500001	13000000	0.713	1.018	0.974
17:13000001-13500000	17	13000001	13500000	0.729	1.053	0.989
17:13500001-14000000	17	13500001	14000000	0.746	0.9	0.966
17:14500001-15000000	17	14500001	15000000	0.664	0.946	1.069
17:15000001-15500000	17	15000001	15500000	0.814	1.079	1.092
17:16000001-16500000	17	16000001	16500000	0.739	1.081	1.015
17:17000001-17500000	17	17000001	17500000	0.762	1.049	1.015
17:17500001-18000000	17	17500001	18000000	0.713	1	0.953
17:21000001-21500000	17	21000001	21500000	1.175	1.031	0.887
17:27000001-27500000	17	27000001	27500000	0.979	1.018	0.974
17:27500001-28000000	17	27500001	28000000	1.029	0.889	0.926
17:28000001-28500000	17	28000001	28500000	1.036	1.023	0.963
17:28500001-29000000	17	28500001	29000000	1.276	0.924	0.909
17:29000001-29500000	17	29000001	29500000	1.567	0.977	0.98
17:29500001-30000000	17	29500001	30000000	1.024	0.885	0.975
17:30000001-30500000	17	30000001	30500000	1.001	0.916	0.956
17:31000001-31500000	17	31000001	31500000	0.983	1.082	0.986
17:31500001-32000000	17	31500001	32000000	1.126	1.017	0.987
17:32500001-33000000	17	32500001	33000000	1.188	1.066	1.033
17:33000001-33500000	17	33000001	33500000	1.097	1.061	1.076
17:33500001-34000000	17	33500001	34000000	1.04	1.068	0.998
17:34000001-34500000	17	34000001	34500000	1.024	1.15	1.024
17:34500001-35000000	17	34500001	35000000	1.072	0.978	1.024
17:35000001-35500000	17	35000001	35500000	0.948	0.96	0.968
17:36500001-37000000	17	36500001	37000000	1.24	1.19	1.041
17:37000001-37500000	17	37000001	37500000	0.993	1.05	1.041
17:38500001-39000000	17	38500001	39000000	0.813	1.08	0.962
17:39000001-39500000	17	39000001	39500000	0.814	1.078	0.982
17:39500001-40000000	17	39500001	40000000	0.931	1.016	0.958
17:40000001-40500000	17	40000001	40500000	0.908	0.985	0.974
17:40500001-41000000	17	40500001	41000000	0.678	1.012	0.917
17:41000001-41500000	17	41000001	41500000	0.819	0.971	0.961
17:41500001-42000000	17	41500001	42000000	0.765	1.01	1.033
17:42000001-42500000	17	42000001	42500000	0.717	0.91	0.919
17:42500001-43000000	17	42500001	43000000	0.757	0.96	0.967
17:44000001-44500000	17	44000001	44500000	0.834	0.953	0.933
17:44500001-45000000	17	44500001	45000000	0.819	1.139	0.989
17:45000001-45500000	17	45000001	45500000	0.717	0.921	1.028
17:45500001-46000000	17	45500001	46000000	0.749	1.22	1.178
17:47500001-48000000	17	47500001	48000000	0.815	1.116	1.037
17:48000001-48500000	17	48000001	48500000	0.678	1.001	1.037
17:48500001-49000000	17	48500001	49000000	0.96	1.05	1.026
17:49000001-49500000	17	49000001	49500000	0.812	1.01	1.066
17:49500001-50000000	17	49500001	50000000	0.709	1.068	1.023
17:50000001-50500000	17	50000001	50500000	1.505	0.91	0.906
17:50500001-51000000	17	50500001	51000000	1.513	1.01	1.007
17:51000001-51500000	17	51000001	51500000	1.268	1.11	0.932
17:51500001-52000000	17	51500001	52000000	0.851	0.974	1.026
17:52000001-52500000	17	52000001	52500000	1.412	1.028	0.971
17:52500001-53000000	17	52500001	53000000	0.738	0.942	0.968
17:53500001-54000000	17	53500001	54000000	0.757	0.965	1.083
17:54000001-54500000	17	54000001	54500000	0.723	1.071	0.996
17:55000001-55500000	17	55000001	55500000	0.765	1.079	0.975
17:55500001-56000000	17	55500001	56000000	0.69	1.051	1.065
17:56000001-56500000	17	56000001	56500000	0.771	1.105	1.107
17:56500001-57000000	17	56500001	57000000	0.762	0.961	0.895
17:57000001-57500000	17	57000001	57500000	0.716	0.926	1.006
17:57500001-58000000	17	57500001	58000000	0.761	1.024	0.943
17:58000001-58500000	17	58000001	58500000	2.188	0.909	1.023
17:58500001-59000000	17	58500001	59000000	3.358	0.935	1.076
17:59500001-60000000	17	59500001	60000000	3.349	0.929	0.9
17:60500001-61000000	17	60500001	61000000	3.83	1.11	0.998
17:61000001-61500000	17	61000001	61500000	1.357	1.053	0.931
17:61500001-62000000	17	61500001	62000000	1.017	0.982	0.974
17:62500001-63000000	17	62500001	63000000	0.988	0.977	1.034
17:63500001-64000000	17	63500001	64000000	0.794	1.033	0.962
17:64000001-64500000	17	64000001	64500000	0.729	0.844	0.905
17:65000001-65500000	17	65000001	65500000	0.755	0.96	1.021
17:66000001-66500000	17	66000001	66500000	0.736	0.902	1.033
17:66500001-67000000	17	66500001	67000000	0.955	1.028	1.081
17:67000001-67500000	17	67000001	67500000	2.193	0.966	1.024
17:67500001-68000000	17	67500001	68000000	1.945	1.081	1.017
17:68500001-69000000	17	68500001	69000000	1.104	1.006	0.994
17:69000001-69500000	17	69000001	69500000	0.835	0.969	0.955
17:69500001-70000000	17	69500001	70000000	0.729	0.999	0.951
17:70000001-70500000	17	70000001	70500000	0.685	1.06	0.998
17:70500001-71000000	17	70500001	71000000	0.739	1.047	1.011
17:71000001-71500000	17	71000001	71500000	0.681	0.993	1.035
17:71500001-72000000	17	71500001	72000000	0.689	1.122	0.987
17:72500001-73000000	17	72500001	73000000	0.726	0.951	1.03
17:73000001-73500000	17	73000001	73500000	0.812	1.058	1.02
17:73500001-74000000	17	73500001	74000000	0.795	0.939	0.997
17:74000001-74500000	17	74000001	74500000	0.761	0.987	1.143
17:74500001-75000000	17	74500001	75000000	0.709	1.006	0.994
17:75000001-75500000	17	75000001	75500000	0.898	0.913	1.024
17:75500001-76000000	17	75500001	76000000	1.044	0.981	0.997
17:76000001-76500000	17	76000001	76500000	1.006	1.025	0.982
17:76500001-77000000	17	76500001	77000000	1.006	0.957	0.985
17:77000001-77500000	17	77000001	77500000	1.045	0.998	1.067
17:77500001-78000000	17	77500001	78000000	0.946	1.04	1.094
17:78000001-78500000	17	78000001	78500000	0.964	0.996	1.001
17:78500001-79000000	17	78500001	79000000	1.018	0.963	0.944
17:79000001-79500000	17	79000001	79500000	1.02	0.984	0.966
17:79500001-80000000	17	79500001	80000000	0.958	0.884	0.974
17:80000001-80500000	17	80000001	80500000	1.076	0.933	0.947
17:81000001-81500000	17	81000001	81500000	0.893	0.97	0.857
17:81500001-82000000	17	81500001	82000000	1.011	0.999	1.01
17:82000001-82500000	17	82000001	82500000	0.948	0.973	0.952
17:82500001-83000000	17	82500001	83000000	1.051	0.849	0.999
17:83000001-83257441	17	83000001	83257441	1.164	1.152	1.025
18:1-500000	18	1	500000	0.707	1.021	0.98
18:500001-1000000	18	500001	1000000	0.708	1.15	1.009
18:1000001-1500000	18	1000001	1500000	0.756	1.004	0.969
18:1500001-2000000	18	1500001	2000000	0.771	0.912	1.098
18:2000001-2500000	18	2000001	2500000	0.725	0.978	1.011
18:3000001-3500000	18	3000001	3500000	0.65	0.955	0.941
18:3500001-4000000	18	3500001	4000000	0.718	1.028	0.949
18:4000001-4500000	18	4000001	4500000	0.741	0.986	0.98
18:4500001-5000000	18	4500001	5000000	0.769	0.925	0.989
18:5000001-5500000	18	5000001	5500000	0.686	0.907	0.971
18:5500001-6000000	18	5500001	6000000	0.745	1.059	0.953
18:6000001-6500000	18	6000001	6500000	0.781	0.931	1.026
18:6500001-7000000	18	6500001	7000000	0.722	1.026	0.964
18:7000001-7500000	18	7000001	7500000	0.848	1.053	1.052
18:7500001-8000000	18	7500001	8000000	0.719	1.064	1.002
18:9000001-9500000	18	9000001	9500000	0.686	0.96	0.916
18:9500001-10000000	18	9500001	10000000	0.682	0.934	0.884
18:10000001-10500000	18	10000001	10500000	0.735	1	1.016
18:10500001-11000000	18	10500001	11000000	0.687	1.001	0.962
18:11000001-11500000	18	11000001	11500000	0.75	1.058	0.96
18:11500001-12000000	18	11500001	12000000	0.85	0.998	1.088
18:12500001-13000000	18	12500001	13000000	0.688	1.061	0.969
18:13000001-13500000	18	13000001	13500000	0.799	1.067	1.034
18:13500001-14000000	18	13500001	14000000	0.734	1.059	1.025
18:21000001-21500000	18	21000001	21500000	0.71	1.096	1.008
18:21500001-22000000	18	21500001	22000000	0.677	0.981	0.992
18:22000001-22500000	18	22000001	22500000	0.718	1.065	0.942
18:22500001-23000000	18	22500001	23000000	0.758	0.911	1.059
18:23000001-23500000	18	23000001	23500000	0.772	1.027	1.061
18:23500001-24000000	18	23500001	24000000	0.704	0.992	1.023
18:24000001-24500000	18	24000001	24500000	0.66	1.04	0.997
18:24500001-25000000	18	24500001	25000000	0.811	0.978	1.063
18:25000001-25500000	18	25000001	25500000	0.735	0.933	0.979
18:25500001-26000000	18	25500001	26000000	0.765	0.943	1.011
18:26000001-26500000	18	26000001	26500000	0.694	1.015	0.95
18:26500001-27000000	18	26500001	27000000	0.739	0.977	1.036
18:27000001-27500000	18	27000001	27500000	0.863	1.028	1.055
18:27500001-28000000	18	27500001	28000000	0.697	1.033	0.937
18:28000001-28500000	18	28000001	28500000	0.724	1.101	1.066
18:28500001-29000000	18	28500001	29000000	0.76	1.119	0.995
18:29000001-29500000	18	29000001	29500000	0.709	1.058	1.018
18:29500001-30000000	18	29500001	30000000	0.706	1.036	0.973
18:30000001-30500000	18	30000001	30500000	0.626	1.036	0.964
18:30500001-31000000	18	30500001	31000000	0.712	1.023	0.998
18:31000001-31500000	18	31000001	31500000	0.763	1.028	1.009
18:31500001-32000000	18	31500001	32000000	0.813	0.965	0.882
18:32000001-32500000	18	32000001	32500000	0.74	0.946	1.067
18:32500001-33000000	18	32500001	33000000	0.752	0.936	0.92
18:33000001-33500000	18	33000001	33500000	0.715	1.092	1.016
18:33500001-34000000	18	33500001	34000000	0.733	1.033	0.922
18:34000001-34500000	18	34000001	34500000	0.746	0.983	0.924
18:35000001-35500000	18	35000001	35500000	0.663	1.003	1.001
18:35500001-36000000	18	35500001	36000000	0.705	1.071	0.979
18:36000001-36500000	18	36000001	36500000	0.703	1.097	0.972
18:36500001-37000000	18	36500001	37000000	0.799	1.006	1.015
18:37000001-37500000	18	37000001	37500000	0.825	1.034	0.988
18:37500001-38000000	18	37500001	38000000	0.792	0.989	1.136
18:38000001-38500000	18	38000001	38500000	0.742	1.061	0.989
18:38500001-39000000	18	38500001	39000000	0.83	1.063	0.957
18:39000001-39500000	18	39000001	39500000	0.702	0.918	1.017
18:39500001-40000000	18	39500001	40000000	0.714	1.123	1.008
18:40000001-40500000	18	40000001	40500000	0.759	0.976	0.978
18:40500001-41000000	18	40500001	41000000	0.756	0.901	0.937
18:41000001-41500000	18	41000001	41500000	0.741	0.978	1.032
18:41500001-42000000	18	41500001	42000000	0.753	0.965	1.01
18:42000001-42500000	18	42000001	42500000	0.699	1.017	1
18:42500001-43000000	18	42500001	43000000	0.742	1.062	1.038
18:43000001-43500000	18	43000001	43500000	0.746	1.032	1.063
18:43500001-44000000	18	43500001	44000000	0.766	1.025	0.998
18:44000001-44500000	18	44000001	44500000	0.736	1	1.057
18:44500001-45000000	18	44500001	45000000	0.736	0.969	1.02
18:45000001-45500000	18	45000001	45500000	0.752	1.056	1.027
18:45500001-46000000	18	45500001	46000000	0.838	1.013	1.035
18:46000001-46500000	18	46000001	46500000	0.773	0.964	0.982
18:46500001-47000000	18	46500001	47000000	0.771	0.943	1.062
18:47000001-47500000	18	47000001	47500000	0.78	0.973	0.946
18:48000001-48500000	18	48000001	48500000	0.693	1.058	1.069
18:48500001-49000000	18	48500001	49000000	0.782	0.964	0.92
18:49000001-49500000	18	49000001	49500000	0.74	1.086	0.986
18:49500001-50000000	18	49500001	50000000	0.811	1.058	1.016
18:50000001-50500000	18	50000001	50500000	0.762	1.038	1.049
18:50500001-51000000	18	50500001	51000000	0.761	1.158	1.083
18:51000001-51500000	18	51000001	51500000	0.784	1.075	0.937
18:51500001-52000000	18	51500001	52000000	0.727	0.895	1.006
18:52000001-52500000	18	52000001	52500000	0.741	0.999	0.938
18:53000001-53500000	18	53000001	53500000	0.698	0.973	1.011
18:53500001-54000000	18	53500001	54000000	0.758	1.022	1.03
18:54000001-54500000	18	54000001	54500000	0.697	1.078	0.947
