feature	chromosome	start	end	SLX-17921.D703tp_D508tp.H5J55BBXY.s_8.r_1	SLX-17921.D704tp_D501tp.H5J55BBXY.s_8.r_1	SLX-17921.D704tp_D502tp.H5J55BBXY.s_8.r_1	SLX-16150.D705tp_D501tp.HC22VBBXY.s_3.r_1
14:78000001-78500000	14	78000001	78500000	0.943	1.05	1.07	0.982
14:78500001-79000000	14	78500001	79000000	1.008	1.094	1.142	1.014
14:79000001-79500000	14	79000001	79500000	1.031	1.108	1.052	0.96
14:79500001-80000000	14	79500001	80000000	0.996	1.029	1.038	0.957
14:80000001-80500000	14	80000001	80500000	0.927	1.043	1.011	0.909
14:80500001-81000000	14	80500001	81000000	1.07	1.044	1.048	0.961
14:81000001-81500000	14	81000001	81500000	0.92	0.933	0.918	0.85
14:81500001-82000000	14	81500001	82000000	0.963	1.001	1.031	0.85
14:82000001-82500000	14	82000001	82500000	0.972	0.891	0.965	0.733
14:82500001-83000000	14	82500001	83000000	0.943	1.011	1.047	0.967
14:83000001-83500000	14	83000001	83500000	0.905	1.009	1.017	0.901
14:84500001-85000000	14	84500001	85000000	0.886	1.008	0.95	0.826
14:85000001-85500000	14	85000001	85500000	1.06	0.989	1.035	0.938
14:85500001-86000000	14	85500001	86000000	0.954	0.921	0.966	0.91
14:86500001-87000000	14	86500001	87000000	0.901	0.951	1.027	0.903
14:87000001-87500000	14	87000001	87500000	0.904	1.02	1.02	0.913
14:87500001-88000000	14	87500001	88000000	0.953	1.131	0.999	0.929
14:88000001-88500000	14	88000001	88500000	1.011	0.921	1.085	0.965
14:88500001-89000000	14	88500001	89000000	0.937	0.96	0.966	0.797
14:89000001-89500000	14	89000001	89500000	0.858	1.046	0.888	0.811
14:89500001-90000000	14	89500001	90000000	0.819	1.11	0.989	0.837
14:90000001-90500000	14	90000001	90500000	1.006	1.015	1.039	0.952
14:90500001-91000000	14	90500001	91000000	0.864	0.946	0.916	0.991
14:91000001-91500000	14	91000001	91500000	1.008	1.067	1.007	0.769
14:91500001-92000000	14	91500001	92000000	0.907	0.95	0.993	0.934
14:92000001-92500000	14	92000001	92500000	1.004	0.985	1.064	0.896
14:92500001-93000000	14	92500001	93000000	0.936	0.98	0.971	0.839
14:93000001-93500000	14	93000001	93500000	0.977	1.024	0.978	0.817
14:93500001-94000000	14	93500001	94000000	0.97	1.003	0.964	0.952
14:94000001-94500000	14	94000001	94500000	0.851	0.902	0.982	0.93
14:94500001-95000000	14	94500001	95000000	1.053	1.002	1.048	0.892
14:95000001-95500000	14	95000001	95500000	0.971	0.902	0.937	0.821
14:95500001-96000000	14	95500001	96000000	1.04	0.959	1.031	0.845
14:96000001-96500000	14	96000001	96500000	0.914	1.087	1.015	0.867
14:96500001-97000000	14	96500001	97000000	0.898	0.959	0.977	0.916
14:97000001-97500000	14	97000001	97500000	0.984	1.052	0.971	0.791
14:97500001-98000000	14	97500001	98000000	0.966	1.011	0.935	0.882
14:98000001-98500000	14	98000001	98500000	0.936	0.975	1.02	0.891
14:98500001-99000000	14	98500001	99000000	0.988	0.988	0.982	0.781
14:99000001-99500000	14	99000001	99500000	0.971	0.969	0.951	0.859
14:99500001-100000000	14	99500001	100000000	0.913	0.954	1.023	0.839
14:100000001-100500000	14	100000001	100500000	0.945	0.988	0.968	0.905
14:100500001-101000000	14	100500001	101000000	1.018	0.902	0.985	0.904
14:101000001-101500000	14	101000001	101500000	1.029	0.995	1.013	0.933
14:101500001-102000000	14	101500001	102000000	1.002	0.933	0.981	0.883
14:102000001-102500000	14	102000001	102500000	0.967	0.979	0.926	0.902
14:102500001-103000000	14	102500001	103000000	0.973	1.014	1.062	0.848
14:103000001-103500000	14	103000001	103500000	0.865	0.966	1.038	0.825
14:103500001-104000000	14	103500001	104000000	0.973	1.014	1.002	0.882
14:104000001-104500000	14	104000001	104500000	0.988	0.924	0.974	0.927
14:104500001-105000000	14	104500001	105000000	0.924	0.99	1.011	0.908
14:105000001-105500000	14	105000001	105500000	0.957	1.012	0.96	0.754
15:23500001-24000000	15	23500001	24000000	0.931	1.03	1.004	0.864
15:24500001-25000000	15	24500001	25000000	0.944	1.104	1.03	0.926
15:25000001-25500000	15	25000001	25500000	1.01	1.058	0.969	0.961
15:26000001-26500000	15	26000001	26500000	0.896	0.981	0.969	0.988
15:26500001-27000000	15	26500001	27000000	0.931	0.923	1.053	0.951
15:27000001-27500000	15	27000001	27500000	1.006	1.062	0.981	0.885
15:27500001-28000000	15	27500001	28000000	0.911	1.102	0.962	0.927
15:29000001-29500000	15	29000001	29500000	0.925	1.026	1.022	0.938
15:29500001-30000000	15	29500001	30000000	0.953	0.95	0.948	0.998
15:31000001-31500000	15	31000001	31500000	0.947	0.954	0.924	0.922
15:31500001-32000000	15	31500001	32000000	1.057	0.96	0.979	0.895
15:33000001-33500000	15	33000001	33500000	1.001	0.983	1.173	0.905
15:33500001-34000000	15	33500001	34000000	1.053	0.984	1.061	0.956
15:34000001-34500000	15	34000001	34500000	0.873	0.908	0.856	0.809
15:35500001-36000000	15	35500001	36000000	0.989	1.002	1.019	0.973
15:36000001-36500000	15	36000001	36500000	0.979	1.066	1.072	0.982
15:36500001-37000000	15	36500001	37000000	0.991	1.013	1	0.905
15:37000001-37500000	15	37000001	37500000	0.864	0.942	0.949	0.937
15:37500001-38000000	15	37500001	38000000	1.004	1.055	0.968	0.955
15:38000001-38500000	15	38000001	38500000	1.067	0.988	1.036	0.898
15:38500001-39000000	15	38500001	39000000	0.968	0.99	1.034	0.973
15:39000001-39500000	15	39000001	39500000	0.908	1.013	0.994	0.925
15:39500001-40000000	15	39500001	40000000	0.954	0.965	1	0.958
15:40500001-41000000	15	40500001	41000000	0.888	0.926	0.984	0.961
15:41500001-42000000	15	41500001	42000000	1.011	0.928	1.022	0.879
15:42000001-42500000	15	42000001	42500000	0.978	0.959	1.026	1.032
15:42500001-43000000	15	42500001	43000000	1.036	1.1	0.948	0.902
15:43000001-43500000	15	43000001	43500000	1.001	1.023	1.007	0.817
15:44000001-44500000	15	44000001	44500000	0.994	1.126	0.921	0.97
15:45000001-45500000	15	45000001	45500000	1.035	0.981	1.004	0.873
15:45500001-46000000	15	45500001	46000000	0.991	0.996	0.982	0.974
15:46000001-46500000	15	46000001	46500000	1.018	0.986	0.969	1.046
15:46500001-47000000	15	46500001	47000000	0.905	1.048	0.944	0.945
15:47000001-47500000	15	47000001	47500000	1.051	0.995	1.014	0.745
15:47500001-48000000	15	47500001	48000000	1.016	1.052	0.949	0.978
15:48000001-48500000	15	48000001	48500000	1.038	1.061	1.055	0.952
15:48500001-49000000	15	48500001	49000000	1.01	0.965	1.036	0.847
15:49000001-49500000	15	49000001	49500000	0.989	0.89	1.015	0.856
15:49500001-50000000	15	49500001	50000000	1.051	1.015	1.084	0.952
15:50000001-50500000	15	50000001	50500000	1.057	0.948	0.894	0.771
15:50500001-51000000	15	50500001	51000000	0.913	0.974	1.019	1.076
15:51000001-51500000	15	51000001	51500000	1.012	1.145	0.967	1.025
15:51500001-52000000	15	51500001	52000000	1.019	0.894	1.017	1.015
15:52500001-53000000	15	52500001	53000000	1.011	0.941	0.951	0.923
15:53000001-53500000	15	53000001	53500000	1.046	1.044	0.981	1.017
15:53500001-54000000	15	53500001	54000000	0.947	1.027	0.973	0.864
15:54000001-54500000	15	54000001	54500000	0.977	0.947	1.059	1.005
15:55000001-55500000	15	55000001	55500000	0.984	0.979	0.961	0.888
15:55500001-56000000	15	55500001	56000000	0.987	0.891	1.04	0.934
15:56000001-56500000	15	56000001	56500000	0.952	0.945	1.089	0.981
15:56500001-57000000	15	56500001	57000000	0.968	0.943	0.939	0.813
15:57000001-57500000	15	57000001	57500000	0.962	0.91	1.009	0.922
15:57500001-58000000	15	57500001	58000000	1.061	0.961	0.979	0.902
15:58500001-59000000	15	58500001	59000000	0.911	0.917	0.902	0.825
15:59000001-59500000	15	59000001	59500000	0.976	0.893	0.942	0.826
15:59500001-60000000	15	59500001	60000000	0.985	0.949	0.986	0.948
15:60000001-60500000	15	60000001	60500000	1.053	1.004	0.996	0.978
15:60500001-61000000	15	60500001	61000000	1.034	0.945	0.966	1.064
15:61000001-61500000	15	61000001	61500000	1.016	1.033	0.977	0.888
15:61500001-62000000	15	61500001	62000000	1.019	1.033	1.041	0.873
15:62000001-62500000	15	62000001	62500000	1.073	1.096	1.063	0.97
15:62500001-63000000	15	62500001	63000000	1.068	1.033	1.002	0.906
15:63000001-63500000	15	63000001	63500000	0.942	0.88	1.03	0.981
15:63500001-64000000	15	63500001	64000000	0.908	1.017	0.951	0.912
15:64000001-64500000	15	64000001	64500000	0.915	0.946	1.031	0.878
15:64500001-65000000	15	64500001	65000000	0.949	1.031	0.986	0.789
15:65000001-65500000	15	65000001	65500000	1.069	0.953	1.004	1.138
15:65500001-66000000	15	65500001	66000000	0.967	1.036	0.896	0.865
15:66000001-66500000	15	66000001	66500000	1.043	1.05	1.021	1.022
15:66500001-67000000	15	66500001	67000000	0.961	0.916	0.96	0.95
15:67500001-68000000	15	67500001	68000000	1.044	0.923	0.992	0.875
15:68000001-68500000	15	68000001	68500000	0.891	0.871	0.88	0.815
15:68500001-69000000	15	68500001	69000000	1.002	0.946	1.072	0.972
15:69000001-69500000	15	69000001	69500000	0.941	1	1.041	0.912
15:69500001-70000000	15	69500001	70000000	1.05	1.071	1.029	0.989
15:70000001-70500000	15	70000001	70500000	1.029	0.893	0.973	0.823
15:70500001-71000000	15	70500001	71000000	0.966	0.963	0.975	1.07
15:71000001-71500000	15	71000001	71500000	1.085	0.911	1.081	1.066
15:71500001-72000000	15	71500001	72000000	1.044	0.947	0.999	0.981
15:72000001-72500000	15	72000001	72500000	0.941	0.972	1.002	1.024
15:72500001-73000000	15	72500001	73000000	1.014	1.095	1.05	1.033
15:73000001-73500000	15	73000001	73500000	1.073	1.075	1.031	0.965
15:73500001-74000000	15	73500001	74000000	0.924	1.042	1.039	0.993
15:74000001-74500000	15	74000001	74500000	1.031	0.982	1.172	1.042
15:74500001-75000000	15	74500001	75000000	0.97	0.944	0.942	0.975
15:75500001-76000000	15	75500001	76000000	1.066	1.058	1.036	0.918
15:76000001-76500000	15	76000001	76500000	1.066	1.072	0.986	1.059
15:76500001-77000000	15	76500001	77000000	0.992	1.027	1.063	0.931
15:77000001-77500000	15	77000001	77500000	1.076	1.146	0.967	0.889
15:77500001-78000000	15	77500001	78000000	1.068	1.198	1.207	0.974
15:78000001-78500000	15	78000001	78500000	0.921	0.994	0.904	0.973
15:78500001-79000000	15	78500001	79000000	1.13	1.097	1.096	0.941
15:79000001-79500000	15	79000001	79500000	1.022	0.986	1.101	1.015
15:79500001-80000000	15	79500001	80000000	0.992	0.951	1.042	0.952
15:80000001-80500000	15	80000001	80500000	0.938	1.051	0.986	0.979
15:80500001-81000000	15	80500001	81000000	1.004	0.972	0.995	1.01
15:81000001-81500000	15	81000001	81500000	0.98	0.928	1.031	0.984
15:81500001-82000000	15	81500001	82000000	1.132	1.105	1.134	1.132
15:82500001-83000000	15	82500001	83000000	1.05	1.048	1.078	1.029
15:83000001-83500000	15	83000001	83500000	1.084	1.011	1.016	1.038
15:83500001-84000000	15	83500001	84000000	1.013	0.999	1.055	0.904
15:84500001-85000000	15	84500001	85000000	1.01	1.026	1.033	1.052
15:85500001-86000000	15	85500001	86000000	0.866	0.87	0.952	0.858
15:86000001-86500000	15	86000001	86500000	1.046	0.991	1.032	0.917
15:86500001-87000000	15	86500001	87000000	1.021	1.01	1.041	1.021
15:87000001-87500000	15	87000001	87500000	1.022	1.061	1.089	1.032
15:87500001-88000000	15	87500001	88000000	1.016	1.011	1.016	0.989
15:88000001-88500000	15	88000001	88500000	1.01	1.048	1.001	0.989
15:88500001-89000000	15	88500001	89000000	0.993	0.962	1.066	1.015
15:89000001-89500000	15	89000001	89500000	0.978	0.954	0.964	0.973
15:89500001-90000000	15	89500001	90000000	1.045	1.01	0.999	0.973
15:90000001-90500000	15	90000001	90500000	0.946	1.044	0.897	0.915
15:90500001-91000000	15	90500001	91000000	0.939	0.949	0.999	0.983
15:91000001-91500000	15	91000001	91500000	1.052	1.047	0.988	1.047
15:92000001-92500000	15	92000001	92500000	1.108	1.054	1.08	0.936
15:92500001-93000000	15	92500001	93000000	0.946	1.003	1.039	1.004
15:93000001-93500000	15	93000001	93500000	1.108	1.079	1.07	0.974
15:93500001-94000000	15	93500001	94000000	1.02	0.912	1.023	0.98
15:94000001-94500000	15	94000001	94500000	0.981	0.996	0.974	0.925
15:94500001-95000000	15	94500001	95000000	1.037	0.935	1.055	1.015
15:95000001-95500000	15	95000001	95500000	1.025	1.027	0.974	0.909
15:95500001-96000000	15	95500001	96000000	1.016	0.953	0.995	0.907
15:96000001-96500000	15	96000001	96500000	0.996	0.969	0.983	0.891
15:96500001-97000000	15	96500001	97000000	0.988	1.1	1.068	0.962
15:97000001-97500000	15	97000001	97500000	1.049	0.916	1.045	0.985
15:97500001-98000000	15	97500001	98000000	1.054	1.009	0.915	0.991
15:98000001-98500000	15	98000001	98500000	0.994	1.009	1.019	0.977
15:98500001-99000000	15	98500001	99000000	0.888	1.027	0.92	0.895
15:99000001-99500000	15	99000001	99500000	1.019	0.914	1.07	0.827
15:99500001-100000000	15	99500001	100000000	0.904	0.979	0.933	0.873
15:100000001-100500000	15	100000001	100500000	1.108	1.031	1.011	1.117
15:100500001-101000000	15	100500001	101000000	1.015	1.027	0.958	1.033
15:101000001-101500000	15	101000001	101500000	0.867	0.932	0.987	0.891
16:1-500000	16	1	500000	0.985	1.016	1.011	1.004
16:500001-1000000	16	500001	1000000	1.053	1.022	1.065	1.316
16:1000001-1500000	16	1000001	1500000	1.021	0.979	1.02	1.161
16:1500001-2000000	16	1500001	2000000	0.977	0.897	0.967	1.045
16:2000001-2500000	16	2000001	2500000	1.066	1.037	1.13	1.158
16:3500001-4000000	16	3500001	4000000	0.934	0.923	0.927	1.092
16:4000001-4500000	16	4000001	4500000	1.036	1.06	1.068	1.071
16:4500001-5000000	16	4500001	5000000	0.933	0.912	1.02	1.077
16:5500001-6000000	16	5500001	6000000	1.03	0.988	0.994	1.064
16:6000001-6500000	16	6000001	6500000	1.026	0.91	0.98	1.057
16:6500001-7000000	16	6500001	7000000	0.978	0.961	0.958	0.815
16:7000001-7500000	16	7000001	7500000	0.906	0.988	0.996	1.108
16:7500001-8000000	16	7500001	8000000	0.969	1.035	0.96	1.067
16:8000001-8500000	16	8000001	8500000	0.934	1.146	1.031	1.152
16:8500001-9000000	16	8500001	9000000	0.893	0.944	0.929	0.958
16:9000001-9500000	16	9000001	9500000	1.005	0.953	1.005	1.037
16:9500001-10000000	16	9500001	10000000	1.044	1.052	1.029	1.143
16:10000001-10500000	16	10000001	10500000	0.978	1.041	1	1.109
16:11000001-11500000	16	11000001	11500000	1.003	0.987	0.997	1.036
16:11500001-12000000	16	11500001	12000000	0.95	0.945	1.008	0.901
16:12000001-12500000	16	12000001	12500000	1.056	1.036	1.075	1.004
16:12500001-13000000	16	12500001	13000000	0.989	0.961	1.019	1.168
16:13000001-13500000	16	13000001	13500000	1.051	1.068	1.092	1.129
16:13500001-14000000	16	13500001	14000000	1.088	0.945	1.061	0.996
16:14000001-14500000	16	14000001	14500000	1.023	0.926	0.986	0.996
16:15500001-16000000	16	15500001	16000000	1.012	0.945	0.932	1.033
16:17000001-17500000	16	17000001	17500000	1.032	0.976	0.956	1.099
16:17500001-18000000	16	17500001	18000000	1.045	1.079	1.088	1.197
16:19000001-19500000	16	19000001	19500000	1.045	0.979	1.072	0.92
16:19500001-20000000	16	19500001	20000000	0.982	0.991	0.974	0.961
16:20000001-20500000	16	20000001	20500000	0.989	0.921	0.913	1.078
16:22000001-22500000	16	22000001	22500000	0.98	1.026	1.034	0.999
16:23000001-23500000	16	23000001	23500000	1.078	0.999	0.92	1.154
16:23500001-24000000	16	23500001	24000000	1.108	0.936	0.993	0.953
16:24000001-24500000	16	24000001	24500000	0.949	0.964	1.064	1.048
16:24500001-25000000	16	24500001	25000000	0.959	0.984	0.968	1.012
16:25000001-25500000	16	25000001	25500000	0.985	1.11	0.935	1.137
16:25500001-26000000	16	25500001	26000000	1.047	0.961	1.017	1.143
16:26000001-26500000	16	26000001	26500000	1.066	0.994	0.996	1.12
16:26500001-27000000	16	26500001	27000000	0.961	0.961	0.999	1.024
16:27000001-27500000	16	27000001	27500000	0.944	0.916	0.904	1.003
16:27500001-28000000	16	27500001	28000000	0.926	1.021	0.991	0.931
16:30500001-31000000	16	30500001	31000000	0.866	0.88	0.96	1.009
16:31000001-31500000	16	31000001	31500000	1.006	1.024	1.019	0.98
16:46500001-47000000	16	46500001	47000000	0.981	0.906	0.945	1.011
16:47000001-47500000	16	47000001	47500000	1.011	1.024	1.031	0.899
16:47500001-48000000	16	47500001	48000000	1.07	1.154	1.026	1.113
16:48000001-48500000	16	48000001	48500000	0.985	0.941	1.117	1.016
16:48500001-49000000	16	48500001	49000000	0.953	0.974	1.028	0.995
16:49000001-49500000	16	49000001	49500000	1.062	1.12	1.083	1.173
16:49500001-50000000	16	49500001	50000000	1.098	0.967	1.013	1.012
16:50000001-50500000	16	50000001	50500000	0.857	0.918	0.958	0.929
16:50500001-51000000	16	50500001	51000000	1.029	0.884	1.046	0.919
16:51000001-51500000	16	51000001	51500000	1.03	1.011	1.102	1.066
16:51500001-52000000	16	51500001	52000000	0.983	0.936	0.921	1.011
16:52000001-52500000	16	52000001	52500000	1.056	1.099	1.06	1.068
16:52500001-53000000	16	52500001	53000000	1.012	0.947	1.072	0.963
16:53000001-53500000	16	53000001	53500000	0.864	0.902	0.989	0.971
16:53500001-54000000	16	53500001	54000000	1.01	1.081	1.042	1.024
16:54000001-54500000	16	54000001	54500000	0.997	1.063	0.939	1.028
16:54500001-55000000	16	54500001	55000000	1.037	0.993	1.065	1.039
16:55000001-55500000	16	55000001	55500000	1.074	0.99	1.002	1.089
16:55500001-56000000	16	55500001	56000000	0.978	0.972	0.979	0.949
16:56000001-56500000	16	56000001	56500000	1.008	1.016	0.956	0.949
16:56500001-57000000	16	56500001	57000000	0.973	0.922	0.949	0.956
16:57000001-57500000	16	57000001	57500000	0.967	0.921	0.809	0.883
16:57500001-58000000	16	57500001	58000000	0.915	0.918	1.001	0.906
16:58000001-58500000	16	58000001	58500000	1.016	1.079	0.888	0.967
16:58500001-59000000	16	58500001	59000000	1.007	0.965	1.02	0.848
16:59000001-59500000	16	59000001	59500000	1.025	0.982	1.012	1.01
16:59500001-60000000	16	59500001	60000000	1.03	0.962	1.051	1.12
16:60500001-61000000	16	60500001	61000000	1.032	1.063	0.929	1.015
16:61000001-61500000	16	61000001	61500000	1.005	1.006	0.975	1.004
16:61500001-62000000	16	61500001	62000000	1.094	0.987	1.138	0.974
16:62000001-62500000	16	62000001	62500000	0.984	1.022	1.012	1.084
16:62500001-63000000	16	62500001	63000000	0.956	1.003	0.919	0.932
16:63000001-63500000	16	63000001	63500000	0.989	0.901	1.001	1.009
16:63500001-64000000	16	63500001	64000000	1.094	1.001	0.98	0.964
16:64000001-64500000	16	64000001	64500000	1.01	1.106	1.022	0.99
16:64500001-65000000	16	64500001	65000000	0.968	1.027	1.003	1.011
16:65000001-65500000	16	65000001	65500000	1.028	0.984	1.044	1.041
16:66000001-66500000	16	66000001	66500000	1.004	0.991	0.993	1.001
16:66500001-67000000	16	66500001	67000000	0.895	0.939	1.011	0.996
16:67000001-67500000	16	67000001	67500000	0.919	0.978	1.014	0.938
16:68000001-68500000	16	68000001	68500000	0.926	0.925	1.014	0.964
16:68500001-69000000	16	68500001	69000000	1.144	0.961	0.922	0.98
16:69500001-70000000	16	69500001	70000000	1.068	1.011	0.983	0.997
16:71500001-72000000	16	71500001	72000000	1.023	1.012	1.038	1.044
16:72000001-72500000	16	72000001	72500000	1.035	1.047	0.973	1.065
16:72500001-73000000	16	72500001	73000000	1.045	1.006	1.044	0.969
16:73500001-74000000	16	73500001	74000000	1.08	1.015	0.948	1.002
16:74000001-74500000	16	74000001	74500000	1.013	1.034	1.013	1.008
16:74500001-75000000	16	74500001	75000000	0.964	0.883	0.912	0.898
16:75000001-75500000	16	75000001	75500000	1.006	1.046	1.046	0.918
16:75500001-76000000	16	75500001	76000000	0.915	1.029	0.994	1.114
16:76000001-76500000	16	76000001	76500000	1.122	1.136	0.985	0.999
16:76500001-77000000	16	76500001	77000000	1.003	1.093	0.963	0.997
16:77000001-77500000	16	77000001	77500000	0.989	0.974	0.965	1.072
16:77500001-78000000	16	77500001	78000000	0.985	0.977	1.019	1.02
16:78000001-78500000	16	78000001	78500000	0.962	1.011	0.942	0.889
16:78500001-79000000	16	78500001	79000000	1.01	0.96	0.978	0.939
16:79000001-79500000	16	79000001	79500000	1.074	1.022	0.989	0.98
16:79500001-80000000	16	79500001	80000000	0.991	0.941	0.919	1.099
16:80000001-80500000	16	80000001	80500000	1.158	1.03	1.075	1.029
16:80500001-81000000	16	80500001	81000000	0.973	0.99	0.914	0.947
16:81000001-81500000	16	81000001	81500000	0.909	0.92	0.961	0.99
16:81500001-82000000	16	81500001	82000000	0.903	0.957	1.002	0.848
16:82500001-83000000	16	82500001	83000000	1.051	0.959	0.984	1.145
16:83000001-83500000	16	83000001	83500000	1.015	1.025	1.042	0.957
16:83500001-84000000	16	83500001	84000000	0.938	1.062	0.907	0.926
16:84000001-84500000	16	84000001	84500000	1.012	0.94	1.029	1
16:84500001-85000000	16	84500001	85000000	0.952	0.986	0.948	0.964
