feature	chromosome	start	end	SLX-17930.D704tp_D502tp.H77FWBBXY.s_8.r_1	SLX-17930.D704tp_D503tp.H77FWBBXY.s_8.r_1	SLX-17930.D704tp_D504tp.H77FWBBXY.s_8.r_1
17:69000001-69500000	17	69000001	69500000	0.985	0.983	0.979
17:69500001-70000000	17	69500001	70000000	1.03	1.041	1.034
17:70000001-70500000	17	70000001	70500000	0.946	0.956	0.988
17:70500001-71000000	17	70500001	71000000	1.06	0.959	1.038
17:71000001-71500000	17	71000001	71500000	0.953	0.933	0.971
17:71500001-72000000	17	71500001	72000000	1.043	0.923	1.034
17:72500001-73000000	17	72500001	73000000	1.067	1.071	1.02
17:73000001-73500000	17	73000001	73500000	1.072	1.102	0.935
17:73500001-74000000	17	73500001	74000000	1.008	1.001	0.987
17:74000001-74500000	17	74000001	74500000	1.03	1.119	1.011
17:74500001-75000000	17	74500001	75000000	1.01	1.019	1.053
17:75000001-75500000	17	75000001	75500000	0.905	0.937	0.914
17:75500001-76000000	17	75500001	76000000	0.906	0.929	1.085
17:76000001-76500000	17	76000001	76500000	0.988	0.968	1.011
17:76500001-77000000	17	76500001	77000000	0.994	1.008	1.003
17:77000001-77500000	17	77000001	77500000	0.991	0.977	0.952
17:77500001-78000000	17	77500001	78000000	1.049	1.062	1.118
17:78000001-78500000	17	78000001	78500000	0.978	1.014	0.943
17:78500001-79000000	17	78500001	79000000	0.965	1.077	0.921
17:79000001-79500000	17	79000001	79500000	0.93	1.107	0.977
17:79500001-80000000	17	79500001	80000000	0.989	0.999	1.041
17:80000001-80500000	17	80000001	80500000	0.985	0.921	1.02
17:81000001-81500000	17	81000001	81500000	0.929	0.973	0.929
17:81500001-82000000	17	81500001	82000000	0.936	1.045	0.921
17:82000001-82500000	17	82000001	82500000	0.906	0.872	0.821
17:82500001-83000000	17	82500001	83000000	0.972	0.966	0.944
17:83000001-83257441	17	83000001	83257441	1.077	1.124	1.133
18:1-500000	18	1	500000	0.944	1.069	1.025
18:500001-1000000	18	500001	1000000	0.984	1	0.972
18:1000001-1500000	18	1000001	1500000	0.973	1.049	0.97
18:1500001-2000000	18	1500001	2000000	0.97	0.999	0.978
18:2000001-2500000	18	2000001	2500000	1.04	0.985	1.029
18:3000001-3500000	18	3000001	3500000	0.893	0.939	0.943
18:3500001-4000000	18	3500001	4000000	1.009	0.927	1.006
18:4000001-4500000	18	4000001	4500000	0.945	0.917	0.998
18:4500001-5000000	18	4500001	5000000	0.953	0.98	1.015
18:5000001-5500000	18	5000001	5500000	0.979	0.961	0.967
18:5500001-6000000	18	5500001	6000000	0.932	0.897	0.968
18:6000001-6500000	18	6000001	6500000	1.008	0.927	1.079
18:6500001-7000000	18	6500001	7000000	0.966	0.965	1.021
18:7000001-7500000	18	7000001	7500000	1.126	1.091	1.062
18:7500001-8000000	18	7500001	8000000	0.972	1.038	0.989
18:9000001-9500000	18	9000001	9500000	0.98	0.978	0.908
18:9500001-10000000	18	9500001	10000000	0.937	0.936	0.984
18:10000001-10500000	18	10000001	10500000	1.057	1.055	0.986
18:10500001-11000000	18	10500001	11000000	0.981	1.012	1.014
18:11000001-11500000	18	11000001	11500000	1.109	1.101	0.988
18:11500001-12000000	18	11500001	12000000	1.073	1.015	1.009
18:12500001-13000000	18	12500001	13000000	0.981	0.924	1.028
18:13000001-13500000	18	13000001	13500000	1.025	0.98	0.896
18:13500001-14000000	18	13500001	14000000	0.961	0.968	1.019
18:21000001-21500000	18	21000001	21500000	0.968	1.028	0.963
18:21500001-22000000	18	21500001	22000000	0.955	0.995	1.068
18:22000001-22500000	18	22000001	22500000	1.002	1.038	1.033
18:22500001-23000000	18	22500001	23000000	1.087	1.001	1.049
18:23000001-23500000	18	23000001	23500000	1.072	0.985	1.011
18:23500001-24000000	18	23500001	24000000	1.011	0.897	1.049
18:24000001-24500000	18	24000001	24500000	0.989	0.99	0.997
18:24500001-25000000	18	24500001	25000000	1.024	1.072	1.048
18:25000001-25500000	18	25000001	25500000	1.048	1.065	1.039
18:25500001-26000000	18	25500001	26000000	1.05	1.043	0.984
18:26000001-26500000	18	26000001	26500000	0.987	1.003	1.003
18:26500001-27000000	18	26500001	27000000	1.057	0.989	0.989
18:27000001-27500000	18	27000001	27500000	1.017	1.034	1.07
18:27500001-28000000	18	27500001	28000000	1.011	0.929	1.003
18:28000001-28500000	18	28000001	28500000	0.991	1.054	0.984
18:28500001-29000000	18	28500001	29000000	0.982	1.057	1.036
18:29000001-29500000	18	29000001	29500000	0.934	0.987	1.051
18:29500001-30000000	18	29500001	30000000	0.957	1.032	0.937
18:30000001-30500000	18	30000001	30500000	0.924	0.953	0.98
18:30500001-31000000	18	30500001	31000000	0.934	0.965	0.994
18:31000001-31500000	18	31000001	31500000	1.048	1.042	1.03
18:31500001-32000000	18	31500001	32000000	0.99	1.036	0.988
18:32000001-32500000	18	32000001	32500000	0.996	0.987	1.003
18:32500001-33000000	18	32500001	33000000	0.996	1.008	0.939
18:33000001-33500000	18	33000001	33500000	1.052	0.968	0.996
18:33500001-34000000	18	33500001	34000000	0.985	1.006	1.095
18:34000001-34500000	18	34000001	34500000	0.968	1.003	0.99
18:35000001-35500000	18	35000001	35500000	1.003	1.002	0.993
18:35500001-36000000	18	35500001	36000000	0.957	1.028	0.951
18:36000001-36500000	18	36000001	36500000	1.009	1.024	1.016
18:36500001-37000000	18	36500001	37000000	1.013	1.009	1.057
18:37000001-37500000	18	37000001	37500000	1.016	1.055	1.028
18:37500001-38000000	18	37500001	38000000	1.057	0.992	1.035
18:38000001-38500000	18	38000001	38500000	1.06	1.01	1.037
18:38500001-39000000	18	38500001	39000000	1.046	1.05	1.038
18:39000001-39500000	18	39000001	39500000	1.01	1.031	1.046
18:39500001-40000000	18	39500001	40000000	1.051	0.996	1.06
18:40000001-40500000	18	40000001	40500000	1.025	0.962	0.956
18:40500001-41000000	18	40500001	41000000	0.967	0.971	0.971
18:41000001-41500000	18	41000001	41500000	0.993	0.914	0.933
18:41500001-42000000	18	41500001	42000000	1.111	1.066	0.939
18:42000001-42500000	18	42000001	42500000	0.945	0.942	0.979
18:42500001-43000000	18	42500001	43000000	0.976	1.034	1.055
18:43000001-43500000	18	43000001	43500000	1.02	1.021	1.011
18:43500001-44000000	18	43500001	44000000	1.089	1.001	1.058
18:44000001-44500000	18	44000001	44500000	0.984	1.004	0.961
18:44500001-45000000	18	44500001	45000000	1.039	1.113	1.032
18:45000001-45500000	18	45000001	45500000	1.028	1.068	1.039
18:45500001-46000000	18	45500001	46000000	0.991	0.949	1.025
18:46000001-46500000	18	46000001	46500000	1.078	1.044	1.033
18:46500001-47000000	18	46500001	47000000	0.998	0.947	1.043
18:47000001-47500000	18	47000001	47500000	0.985	1.016	0.987
18:48000001-48500000	18	48000001	48500000	0.999	1.058	1.044
18:48500001-49000000	18	48500001	49000000	1.056	1.022	0.989
18:49000001-49500000	18	49000001	49500000	1.037	1.021	0.991
18:49500001-50000000	18	49500001	50000000	1.049	1.041	1.057
18:50000001-50500000	18	50000001	50500000	1.101	0.962	0.965
18:50500001-51000000	18	50500001	51000000	1.028	0.956	0.971
18:51000001-51500000	18	51000001	51500000	0.98	0.987	1.024
18:51500001-52000000	18	51500001	52000000	0.966	1.014	1.029
18:52000001-52500000	18	52000001	52500000	1.034	0.995	1.024
18:53000001-53500000	18	53000001	53500000	0.995	1.009	1.012
18:53500001-54000000	18	53500001	54000000	0.966	0.943	1.093
18:54000001-54500000	18	54000001	54500000	0.984	1.024	0.963
18:54500001-55000000	18	54500001	55000000	0.994	1.053	1.038
18:55000001-55500000	18	55000001	55500000	1.026	0.988	0.98
18:55500001-56000000	18	55500001	56000000	0.965	1.031	0.984
18:56000001-56500000	18	56000001	56500000	1.024	1.078	0.969
18:56500001-57000000	18	56500001	57000000	0.992	1.045	1.057
18:57000001-57500000	18	57000001	57500000	1.012	0.983	1.051
18:57500001-58000000	18	57500001	58000000	0.941	0.991	1.009
18:58000001-58500000	18	58000001	58500000	0.985	0.956	1.016
18:58500001-59000000	18	58500001	59000000	1.002	1.138	0.973
18:59500001-60000000	18	59500001	60000000	0.991	0.992	0.992
18:60000001-60500000	18	60000001	60500000	0.969	1.071	1.008
18:60500001-61000000	18	60500001	61000000	0.921	1.046	0.962
18:61000001-61500000	18	61000001	61500000	1.005	0.943	1.107
18:62000001-62500000	18	62000001	62500000	0.968	0.987	0.977
18:62500001-63000000	18	62500001	63000000	0.883	0.969	0.945
18:63000001-63500000	18	63000001	63500000	1.011	0.971	0.961
18:63500001-64000000	18	63500001	64000000	0.982	0.943	0.927
18:64000001-64500000	18	64000001	64500000	0.989	0.947	0.95
18:64500001-65000000	18	64500001	65000000	0.937	0.916	1.029
18:65000001-65500000	18	65000001	65500000	1.071	1.008	1.018
18:65500001-66000000	18	65500001	66000000	0.964	0.918	1.02
18:66000001-66500000	18	66000001	66500000	0.926	0.962	0.979
18:66500001-67000000	18	66500001	67000000	1.01	1.051	0.99
18:67000001-67500000	18	67000001	67500000	0.972	0.947	0.964
18:67500001-68000000	18	67500001	68000000	0.952	0.959	0.935
18:68000001-68500000	18	68000001	68500000	0.932	0.978	0.978
18:68500001-69000000	18	68500001	69000000	0.978	0.981	1.02
18:69000001-69500000	18	69000001	69500000	1.017	0.916	0.92
18:69500001-70000000	18	69500001	70000000	1.015	0.981	0.875
18:70000001-70500000	18	70000001	70500000	1.017	0.999	0.961
18:70500001-71000000	18	70500001	71000000	1.04	1.041	1.006
18:71000001-71500000	18	71000001	71500000	0.934	0.947	1.015
18:71500001-72000000	18	71500001	72000000	0.908	0.884	0.932
18:72000001-72500000	18	72000001	72500000	0.999	0.998	0.973
18:72500001-73000000	18	72500001	73000000	0.97	0.929	0.967
18:73000001-73500000	18	73000001	73500000	0.949	0.992	1.013
18:73500001-74000000	18	73500001	74000000	0.981	0.95	0.992
18:74000001-74500000	18	74000001	74500000	0.936	0.926	0.972
18:74500001-75000000	18	74500001	75000000	1.048	1.068	0.945
18:75000001-75500000	18	75000001	75500000	0.987	0.959	0.935
18:75500001-76000000	18	75500001	76000000	1.012	0.991	0.956
18:76000001-76500000	18	76000001	76500000	0.97	0.945	0.932
18:76500001-77000000	18	76500001	77000000	0.934	0.963	0.939
18:77500001-78000000	18	77500001	78000000	0.977	1.034	0.978
18:78000001-78500000	18	78000001	78500000	0.952	0.954	1.001
18:78500001-79000000	18	78500001	79000000	0.994	0.995	0.948
18:79000001-79500000	18	79000001	79500000	0.959	0.982	1.009
18:79500001-80000000	18	79500001	80000000	0.835	0.897	0.924
18:80000001-80373285	18	80000001	80373285	1.039	0.94	0.982
19:500001-1000000	19	500001	1000000	0.922	1.015	0.911
19:1000001-1500000	19	1000001	1500000	0.918	0.931	0.852
19:1500001-2000000	19	1500001	2000000	1.015	0.986	1.083
19:2000001-2500000	19	2000001	2500000	1.004	0.854	0.859
19:2500001-3000000	19	2500001	3000000	1.019	0.901	1.018
19:3000001-3500000	19	3000001	3500000	0.953	0.991	1.079
19:3500001-4000000	19	3500001	4000000	1.088	1.038	1.1
19:4000001-4500000	19	4000001	4500000	0.999	1.01	0.938
19:4500001-5000000	19	4500001	5000000	0.98	0.973	0.967
19:5000001-5500000	19	5000001	5500000	0.966	1.081	1.126
19:5500001-6000000	19	5500001	6000000	1.065	0.908	1.086
19:6000001-6500000	19	6000001	6500000	0.963	1.006	0.966
19:6500001-7000000	19	6500001	7000000	0.989	0.934	0.991
19:7500001-8000000	19	7500001	8000000	0.917	0.952	0.916
19:9000001-9500000	19	9000001	9500000	1.028	1.012	0.991
19:10000001-10500000	19	10000001	10500000	0.922	0.956	0.93
19:10500001-11000000	19	10500001	11000000	1.019	0.823	0.932
19:11000001-11500000	19	11000001	11500000	0.886	0.879	0.964
19:12500001-13000000	19	12500001	13000000	1.023	0.894	0.846
19:13500001-14000000	19	13500001	14000000	0.957	1.006	1.025
19:14500001-15000000	19	14500001	15000000	0.99	1.022	0.899
19:15000001-15500000	19	15000001	15500000	0.916	1.019	0.975
19:15500001-16000000	19	15500001	16000000	0.993	0.966	1.033
19:16000001-16500000	19	16000001	16500000	0.94	0.905	0.999
19:16500001-17000000	19	16500001	17000000	0.883	0.982	0.935
19:17000001-17500000	19	17000001	17500000	0.988	0.932	0.858
19:17500001-18000000	19	17500001	18000000	0.998	1.029	1.022
19:18000001-18500000	19	18000001	18500000	0.885	0.925	0.914
19:18500001-19000000	19	18500001	19000000	0.981	0.958	0.928
19:19000001-19500000	19	19000001	19500000	0.931	0.923	0.914
19:19500001-20000000	19	19500001	20000000	0.848	0.84	0.995
19:28000001-28500000	19	28000001	28500000	0.916	0.925	0.965
19:28500001-29000000	19	28500001	29000000	1.066	0.96	0.985
19:29000001-29500000	19	29000001	29500000	1.012	1.006	1.019
19:29500001-30000000	19	29500001	30000000	0.98	1.005	0.956
19:30000001-30500000	19	30000001	30500000	1.017	1.072	1.045
19:30500001-31000000	19	30500001	31000000	0.919	0.977	0.91
19:31000001-31500000	19	31000001	31500000	1.016	0.971	1.017
19:31500001-32000000	19	31500001	32000000	0.975	1.008	1.027
19:32000001-32500000	19	32000001	32500000	0.982	0.95	0.958
19:32500001-33000000	19	32500001	33000000	0.937	1.049	1.009
19:33000001-33500000	19	33000001	33500000	1.099	1.022	0.974
19:33500001-34000000	19	33500001	34000000	1.083	0.998	0.932
19:34000001-34500000	19	34000001	34500000	0.991	1.038	1.026
19:34500001-35000000	19	34500001	35000000	1.029	0.938	0.992
19:35000001-35500000	19	35000001	35500000	1.048	0.969	0.966
19:35500001-36000000	19	35500001	36000000	0.925	0.999	1.032
19:36500001-37000000	19	36500001	37000000	0.905	0.94	1.058
19:38000001-38500000	19	38000001	38500000	1.026	1.095	1.126
19:38500001-39000000	19	38500001	39000000	0.973	1.047	0.975
19:39000001-39500000	19	39000001	39500000	0.964	1.001	0.924
19:39500001-40000000	19	39500001	40000000	0.963	0.966	1.043
19:40000001-40500000	19	40000001	40500000	1.024	0.967	0.968
19:40500001-41000000	19	40500001	41000000	0.976	1.033	0.918
19:41000001-41500000	19	41000001	41500000	0.937	0.959	0.958
19:41500001-42000000	19	41500001	42000000	1.018	0.994	1.024
19:42000001-42500000	19	42000001	42500000	1.036	0.985	0.998
19:43500001-44000000	19	43500001	44000000	0.919	0.903	0.966
19:44000001-44500000	19	44000001	44500000	0.958	0.976	0.976
19:44500001-45000000	19	44500001	45000000	1.062	0.941	0.888
19:45000001-45500000	19	45000001	45500000	1.101	1.106	0.995
19:45500001-46000000	19	45500001	46000000	0.993	0.893	0.944
19:46500001-47000000	19	46500001	47000000	0.896	0.977	1.068
19:47000001-47500000	19	47000001	47500000	1.027	0.965	0.981
19:48000001-48500000	19	48000001	48500000	1.025	1.106	1.003
19:49000001-49500000	19	49000001	49500000	1.122	1.019	1.018
19:49500001-50000000	19	49500001	50000000	0.982	0.946	0.968
19:50500001-51000000	19	50500001	51000000	1.088	1.104	1.14
19:51000001-51500000	19	51000001	51500000	0.954	0.982	0.991
19:51500001-52000000	19	51500001	52000000	0.906	0.926	0.897
19:52000001-52500000	19	52000001	52500000	0.882	0.933	0.92
19:54000001-54500000	19	54000001	54500000	1.032	1.042	0.954
19:55000001-55500000	19	55000001	55500000	0.949	1.054	1.026
19:55500001-56000000	19	55500001	56000000	1.074	0.972	0.972
19:56000001-56500000	19	56000001	56500000	0.924	0.914	0.99
19:57000001-57500000	19	57000001	57500000	0.849	0.931	0.932
19:57500001-58000000	19	57500001	58000000	0.895	0.966	0.99
19:58000001-58500000	19	58000001	58500000	0.941	0.911	0.981
20:1-500000	20	1	500000	0.932	0.99	1.001
20:500001-1000000	20	500001	1000000	0.942	0.998	0.995
20:1000001-1500000	20	1000001	1500000	1.004	0.893	0.962
20:1500001-2000000	20	1500001	2000000	0.935	0.902	0.898
20:2000001-2500000	20	2000001	2500000	0.997	0.989	0.981
20:2500001-3000000	20	2500001	3000000	0.948	0.971	0.968
20:3000001-3500000	20	3000001	3500000	1.007	1.117	1.056
20:3500001-4000000	20	3500001	4000000	0.958	0.925	0.935
20:4000001-4500000	20	4000001	4500000	1.027	1.119	0.987
20:4500001-5000000	20	4500001	5000000	1.062	1.014	0.921
20:5000001-5500000	20	5000001	5500000	1.02	1.059	1.076
20:6000001-6500000	20	6000001	6500000	0.981	1.007	0.992
20:6500001-7000000	20	6500001	7000000	0.999	1.027	0.966
20:7000001-7500000	20	7000001	7500000	0.997	1.009	0.994
20:7500001-8000000	20	7500001	8000000	1.013	1.057	1.005
20:8000001-8500000	20	8000001	8500000	1.072	1.026	1.033
20:8500001-9000000	20	8500001	9000000	1.006	1.04	1.024
20:9500001-10000000	20	9500001	10000000	1.016	1.051	1.019
20:10500001-11000000	20	10500001	11000000	0.974	0.941	0.976
20:11000001-11500000	20	11000001	11500000	1.026	1.11	1.075
20:11500001-12000000	20	11500001	12000000	1.056	0.932	1.018
20:12000001-12500000	20	12000001	12500000	0.989	1.065	1.141
20:12500001-13000000	20	12500001	13000000	1.023	1.023	1.115
20:13500001-14000000	20	13500001	14000000	1.002	1.01	1.036
20:14000001-14500000	20	14000001	14500000	0.952	0.953	0.998
20:14500001-15000000	20	14500001	15000000	0.918	0.999	0.996
20:15000001-15500000	20	15000001	15500000	1.016	1.013	0.982
20:15500001-16000000	20	15500001	16000000	0.975	1.062	0.998
20:16000001-16500000	20	16000001	16500000	0.97	0.999	1
20:16500001-17000000	20	16500001	17000000	0.987	1.062	1.006
20:17000001-17500000	20	17000001	17500000	0.97	0.973	0.952
20:17500001-18000000	20	17500001	18000000	0.965	0.99	0.935
20:18500001-19000000	20	18500001	19000000	1.004	0.99	1.006
20:19000001-19500000	20	19000001	19500000	1.071	1.05	0.998
20:19500001-20000000	20	19500001	20000000	0.922	0.992	0.995
20:20000001-20500000	20	20000001	20500000	0.994	0.974	0.964
20:20500001-21000000	20	20500001	21000000	1.061	1.036	0.936
20:21000001-21500000	20	21000001	21500000	0.977	1.03	0.974
20:21500001-22000000	20	21500001	22000000	1.009	1.02	0.995
20:22500001-23000000	20	22500001	23000000	1.146	1.046	1.144
20:23000001-23500000	20	23000001	23500000	0.995	1.019	1.046
20:23500001-24000000	20	23500001	24000000	1.058	0.951	1.048
20:24500001-25000000	20	24500001	25000000	1.066	1.01	1.114
20:25000001-25500000	20	25000001	25500000	1.019	0.999	1.02
20:31500001-32000000	20	31500001	32000000	1.103	1.02	1.101
20:32000001-32500000	20	32000001	32500000	1.035	0.976	0.965
20:32500001-33000000	20	32500001	33000000	1.03	0.989	1.016
20:33000001-33500000	20	33000001	33500000	1.117	1.077	1.064
20:33500001-34000000	20	33500001	34000000	0.963	1.023	0.961
20:34000001-34500000	20	34000001	34500000	1.017	0.954	0.855
20:35000001-35500000	20	35000001	35500000	0.976	0.996	0.948
20:35500001-36000000	20	35500001	36000000	0.948	1.064	0.812
20:36000001-36500000	20	36000001	36500000	0.982	1.072	1.078
20:36500001-37000000	20	36500001	37000000	0.974	1.034	0.96
20:37000001-37500000	20	37000001	37500000	0.956	1.022	1.027
20:37500001-38000000	20	37500001	38000000	0.948	0.953	1.023
20:38000001-38500000	20	38000001	38500000	1.01	0.945	1.015
20:38500001-39000000	20	38500001	39000000	0.953	0.957	1.006
20:39000001-39500000	20	39000001	39500000	0.97	0.98	1.066
20:39500001-40000000	20	39500001	40000000	0.956	0.965	0.963
20:40000001-40500000	20	40000001	40500000	0.996	1.033	0.928
20:40500001-41000000	20	40500001	41000000	1.011	1.021	0.944
20:41000001-41500000	20	41000001	41500000	0.949	0.977	1.065
20:41500001-42000000	20	41500001	42000000	1.114	0.97	1.023
20:42000001-42500000	20	42000001	42500000	1.033	1.013	1.028
20:42500001-43000000	20	42500001	43000000	1.095	1.017	1.013
20:43000001-43500000	20	43000001	43500000	0.965	1.058	1.063
20:43500001-44000000	20	43500001	44000000	1.115	1.034	1.011
20:44000001-44500000	20	44000001	44500000	0.982	0.953	1.003
20:44500001-45000000	20	44500001	45000000	1.013	1.022	1.011
20:45000001-45500000	20	45000001	45500000	0.904	0.945	0.973
20:45500001-46000000	20	45500001	46000000	1.059	1.026	0.967
20:46000001-46500000	20	46000001	46500000	1.001	0.982	0.922
20:46500001-47000000	20	46500001	47000000	0.943	0.979	1.058
20:47000001-47500000	20	47000001	47500000	0.946	1.023	0.854
20:48000001-48500000	20	48000001	48500000	0.981	1.007	1.014
20:48500001-49000000	20	48500001	49000000	0.99	0.969	1.051
20:49000001-49500000	20	49000001	49500000	0.937	1.009	0.921
20:49500001-50000000	20	49500001	50000000	0.986	0.925	0.913
20:50000001-50500000	20	50000001	50500000	0.973	0.956	0.889
20:50500001-51000000	20	50500001	51000000	1.027	0.924	0.908
20:51000001-51500000	20	51000001	51500000	0.943	0.97	0.979
20:51500001-52000000	20	51500001	52000000	0.999	1.099	0.999
20:52000001-52500000	20	52000001	52500000	0.937	0.958	0.967
