feature	chromosome	start	end	SLX-17922.D710tp_D504tp.HC22GBBXY.s_6.r_1	SLX-16150.D708tp_D503tp.HC22VBBXY.s_3.r_1
15:87000001-87500000	15	87000001	87500000	1.118	1.013
15:87500001-88000000	15	87500001	88000000	1.072	1.083
15:88000001-88500000	15	88000001	88500000	1.073	0.988
15:88500001-89000000	15	88500001	89000000	1.108	0.984
15:89000001-89500000	15	89000001	89500000	1.05	1.061
15:89500001-90000000	15	89500001	90000000	1.064	1.043
15:90000001-90500000	15	90000001	90500000	0.984	1.021
15:90500001-91000000	15	90500001	91000000	1.115	0.938
15:91000001-91500000	15	91000001	91500000	1.115	0.98
15:92000001-92500000	15	92000001	92500000	1.047	0.957
15:92500001-93000000	15	92500001	93000000	1.031	0.985
15:93000001-93500000	15	93000001	93500000	1.083	1.069
15:93500001-94000000	15	93500001	94000000	0.994	0.991
15:94000001-94500000	15	94000001	94500000	1.097	0.945
15:94500001-95000000	15	94500001	95000000	1.041	1.063
15:95000001-95500000	15	95000001	95500000	0.997	1.025
15:95500001-96000000	15	95500001	96000000	1.127	1.027
15:96000001-96500000	15	96000001	96500000	0.935	0.962
15:96500001-97000000	15	96500001	97000000	1.056	0.908
15:97000001-97500000	15	97000001	97500000	1.026	1.074
15:97500001-98000000	15	97500001	98000000	1.002	0.97
15:98000001-98500000	15	98000001	98500000	1.116	0.987
15:98500001-99000000	15	98500001	99000000	1.065	1.024
15:99000001-99500000	15	99000001	99500000	1.149	1.025
15:99500001-100000000	15	99500001	100000000	1.11	0.932
15:100000001-100500000	15	100000001	100500000	1.016	1.082
15:100500001-101000000	15	100500001	101000000	0.993	0.927
15:101000001-101500000	15	101000001	101500000	1.009	0.887
16:1-500000	16	1	500000	1.08	1.055
16:500001-1000000	16	500001	1000000	0.916	0.916
16:1000001-1500000	16	1000001	1500000	0.987	0.985
16:1500001-2000000	16	1500001	2000000	1.03	0.882
16:2000001-2500000	16	2000001	2500000	1.078	1.024
16:3500001-4000000	16	3500001	4000000	1.106	0.957
16:4000001-4500000	16	4000001	4500000	1.075	1.025
16:4500001-5000000	16	4500001	5000000	1.122	0.947
16:5500001-6000000	16	5500001	6000000	1.051	0.942
16:6000001-6500000	16	6000001	6500000	1.067	0.933
16:6500001-7000000	16	6500001	7000000	1.087	0.88
16:7000001-7500000	16	7000001	7500000	1.186	0.816
16:7500001-8000000	16	7500001	8000000	1.149	0.936
16:8000001-8500000	16	8000001	8500000	1.083	0.893
16:8500001-9000000	16	8500001	9000000	1.071	0.964
16:9000001-9500000	16	9000001	9500000	1.084	1.019
16:9500001-10000000	16	9500001	10000000	1.178	0.98
16:10000001-10500000	16	10000001	10500000	1.124	0.907
16:11000001-11500000	16	11000001	11500000	1.04	1.002
16:11500001-12000000	16	11500001	12000000	1.124	0.932
16:12000001-12500000	16	12000001	12500000	1.172	1.054
16:12500001-13000000	16	12500001	13000000	1.072	0.993
16:13000001-13500000	16	13000001	13500000	1.107	1.101
16:13500001-14000000	16	13500001	14000000	1.071	0.993
16:14000001-14500000	16	14000001	14500000	0.99	1.026
16:15500001-16000000	16	15500001	16000000	1.149	1.1
16:17000001-17500000	16	17000001	17500000	1.16	0.983
16:17500001-18000000	16	17500001	18000000	1.18	1.014
16:19000001-19500000	16	19000001	19500000	0.994	1.01
16:19500001-20000000	16	19500001	20000000	1.066	0.942
16:20000001-20500000	16	20000001	20500000	1.11	0.97
16:22000001-22500000	16	22000001	22500000	1.105	1.098
16:23000001-23500000	16	23000001	23500000	1.125	0.958
16:23500001-24000000	16	23500001	24000000	1.169	0.903
16:24000001-24500000	16	24000001	24500000	1.204	0.964
16:24500001-25000000	16	24500001	25000000	1.071	0.933
16:25000001-25500000	16	25000001	25500000	0.975	0.965
16:25500001-26000000	16	25500001	26000000	1.128	0.988
16:26000001-26500000	16	26000001	26500000	1.124	0.93
16:26500001-27000000	16	26500001	27000000	1.143	0.879
16:27000001-27500000	16	27000001	27500000	1.112	0.974
16:27500001-28000000	16	27500001	28000000	1.151	0.968
16:30500001-31000000	16	30500001	31000000	1.118	0.968
16:31000001-31500000	16	31000001	31500000	0.994	1.002
16:46500001-47000000	16	46500001	47000000	0.868	0.775
16:47000001-47500000	16	47000001	47500000	0.961	1.056
16:47500001-48000000	16	47500001	48000000	0.972	1.086
16:48000001-48500000	16	48000001	48500000	0.946	0.914
16:48500001-49000000	16	48500001	49000000	1.001	0.865
16:49000001-49500000	16	49000001	49500000	1.009	1.021
16:49500001-50000000	16	49500001	50000000	0.922	1.014
16:50000001-50500000	16	50000001	50500000	1.019	1.001
16:50500001-51000000	16	50500001	51000000	0.97	0.946
16:51000001-51500000	16	51000001	51500000	0.879	0.927
16:51500001-52000000	16	51500001	52000000	0.912	0.97
16:52000001-52500000	16	52000001	52500000	0.964	1.118
16:52500001-53000000	16	52500001	53000000	0.958	0.947
16:53000001-53500000	16	53000001	53500000	0.891	1.003
16:53500001-54000000	16	53500001	54000000	1.01	0.975
16:54000001-54500000	16	54000001	54500000	0.875	1.089
16:54500001-55000000	16	54500001	55000000	0.987	1.058
16:55000001-55500000	16	55000001	55500000	0.934	0.985
16:55500001-56000000	16	55500001	56000000	0.968	0.906
16:56000001-56500000	16	56000001	56500000	0.951	0.972
16:56500001-57000000	16	56500001	57000000	0.974	1.06
16:57000001-57500000	16	57000001	57500000	0.932	0.868
16:57500001-58000000	16	57500001	58000000	0.91	0.895
16:58000001-58500000	16	58000001	58500000	0.935	1.026
16:58500001-59000000	16	58500001	59000000	0.79	1.112
16:59000001-59500000	16	59000001	59500000	0.858	1.163
16:59500001-60000000	16	59500001	60000000	0.983	0.989
16:60500001-61000000	16	60500001	61000000	0.92	0.907
16:61000001-61500000	16	61000001	61500000	0.786	0.947
16:61500001-62000000	16	61500001	62000000	0.878	0.944
16:62000001-62500000	16	62000001	62500000	0.84	0.855
16:62500001-63000000	16	62500001	63000000	0.834	0.827
16:63000001-63500000	16	63000001	63500000	0.878	1.076
16:63500001-64000000	16	63500001	64000000	0.884	0.955
16:64000001-64500000	16	64000001	64500000	0.906	0.903
16:64500001-65000000	16	64500001	65000000	0.766	1.046
16:65000001-65500000	16	65000001	65500000	0.897	1.013
16:66000001-66500000	16	66000001	66500000	0.951	0.991
16:66500001-67000000	16	66500001	67000000	0.877	1.004
16:67000001-67500000	16	67000001	67500000	0.858	1.032
16:68000001-68500000	16	68000001	68500000	0.822	0.938
16:68500001-69000000	16	68500001	69000000	0.895	1.032
16:69500001-70000000	16	69500001	70000000	0.885	0.921
16:71500001-72000000	16	71500001	72000000	0.872	1.04
16:72000001-72500000	16	72000001	72500000	0.967	0.993
16:72500001-73000000	16	72500001	73000000	0.927	1.063
16:73500001-74000000	16	73500001	74000000	0.815	0.928
16:74000001-74500000	16	74000001	74500000	0.831	1.12
16:74500001-75000000	16	74500001	75000000	0.901	0.86
16:75000001-75500000	16	75000001	75500000	0.907	0.969
16:75500001-76000000	16	75500001	76000000	0.915	1
16:76000001-76500000	16	76000001	76500000	0.876	0.868
16:76500001-77000000	16	76500001	77000000	0.887	0.89
16:77000001-77500000	16	77000001	77500000	0.803	0.91
16:77500001-78000000	16	77500001	78000000	0.888	0.915
16:78000001-78500000	16	78000001	78500000	0.859	1.04
16:78500001-79000000	16	78500001	79000000	0.858	0.964
16:79000001-79500000	16	79000001	79500000	0.888	1.005
16:79500001-80000000	16	79500001	80000000	0.888	0.926
16:80000001-80500000	16	80000001	80500000	0.952	0.995
16:80500001-81000000	16	80500001	81000000	0.866	1.022
16:81000001-81500000	16	81000001	81500000	0.884	1.001
16:81500001-82000000	16	81500001	82000000	0.807	0.884
16:82500001-83000000	16	82500001	83000000	0.974	0.916
16:83000001-83500000	16	83000001	83500000	0.891	0.953
16:83500001-84000000	16	83500001	84000000	0.876	0.935
16:84000001-84500000	16	84000001	84500000	0.937	0.921
16:84500001-85000000	16	84500001	85000000	0.888	1.024
16:85000001-85500000	16	85000001	85500000	0.795	1.009
16:85500001-86000000	16	85500001	86000000	0.837	0.918
16:86000001-86500000	16	86000001	86500000	0.926	0.955
16:86500001-87000000	16	86500001	87000000	0.856	1.025
16:87000001-87500000	16	87000001	87500000	0.885	0.98
16:87500001-88000000	16	87500001	88000000	0.92	1.015
16:88500001-89000000	16	88500001	89000000	0.705	0.92
16:89000001-89500000	16	89000001	89500000	0.801	0.92
16:89500001-90000000	16	89500001	90000000	0.93	0.967
17:500001-1000000	17	500001	1000000	0.926	1.015
17:1000001-1500000	17	1000001	1500000	0.977	1.064
17:1500001-2000000	17	1500001	2000000	0.777	1.115
17:2000001-2500000	17	2000001	2500000	0.888	0.895
17:2500001-3000000	17	2500001	3000000	0.905	0.864
17:3500001-4000000	17	3500001	4000000	0.989	0.984
17:4000001-4500000	17	4000001	4500000	0.857	1.013
17:4500001-5000000	17	4500001	5000000	0.859	0.94
17:5000001-5500000	17	5000001	5500000	0.851	0.959
17:5500001-6000000	17	5500001	6000000	1.063	1.073
17:6000001-6500000	17	6000001	6500000	0.9	1.015
17:6500001-7000000	17	6500001	7000000	1.018	1.046
17:7000001-7500000	17	7000001	7500000	0.872	0.983
17:7500001-8000000	17	7500001	8000000	0.837	0.92
17:8000001-8500000	17	8000001	8500000	0.819	0.903
17:8500001-9000000	17	8500001	9000000	0.876	0.947
17:9000001-9500000	17	9000001	9500000	0.942	1.049
17:9500001-10000000	17	9500001	10000000	0.915	0.993
17:10000001-10500000	17	10000001	10500000	0.946	1.018
17:10500001-11000000	17	10500001	11000000	0.925	1.036
17:11000001-11500000	17	11000001	11500000	0.925	0.972
17:11500001-12000000	17	11500001	12000000	0.913	0.96
17:12000001-12500000	17	12000001	12500000	0.88	0.973
17:12500001-13000000	17	12500001	13000000	0.87	0.962
17:13000001-13500000	17	13000001	13500000	0.803	0.949
17:13500001-14000000	17	13500001	14000000	0.893	0.928
17:14500001-15000000	17	14500001	15000000	0.913	0.886
17:15000001-15500000	17	15000001	15500000	0.855	1.022
17:16000001-16500000	17	16000001	16500000	0.849	0.919
17:17000001-17500000	17	17000001	17500000	0.869	1.017
17:17500001-18000000	17	17500001	18000000	0.908	0.978
17:21000001-21500000	17	21000001	21500000	0.875	0.988
17:27000001-27500000	17	27000001	27500000	0.918	1.023
17:27500001-28000000	17	27500001	28000000	0.936	1.043
17:28000001-28500000	17	28000001	28500000	0.963	1.026
17:28500001-29000000	17	28500001	29000000	0.913	0.96
17:29000001-29500000	17	29000001	29500000	1.174	0.989
17:29500001-30000000	17	29500001	30000000	0.944	0.865
17:30000001-30500000	17	30000001	30500000	0.966	1.091
17:31000001-31500000	17	31000001	31500000	1.009	0.958
17:31500001-32000000	17	31500001	32000000	1.012	1.047
17:32500001-33000000	17	32500001	33000000	1.023	1.039
17:33000001-33500000	17	33000001	33500000	1.013	1.099
17:33500001-34000000	17	33500001	34000000	1.064	1.04
17:34000001-34500000	17	34000001	34500000	1.071	1.003
17:34500001-35000000	17	34500001	35000000	1.125	1.156
17:35000001-35500000	17	35000001	35500000	1.115	1.008
17:36500001-37000000	17	36500001	37000000	1.038	1.088
17:37000001-37500000	17	37000001	37500000	1.16	1.079
17:38500001-39000000	17	38500001	39000000	1.159	1.055
17:39000001-39500000	17	39000001	39500000	1.191	0.955
17:39500001-40000000	17	39500001	40000000	1.235	0.996
17:40000001-40500000	17	40000001	40500000	1.181	0.99
17:40500001-41000000	17	40500001	41000000	1.256	1.053
17:41000001-41500000	17	41000001	41500000	1.213	1.062
17:41500001-42000000	17	41500001	42000000	1.249	1.071
17:42000001-42500000	17	42000001	42500000	1.164	0.967
17:42500001-43000000	17	42500001	43000000	1.117	0.988
17:44000001-44500000	17	44000001	44500000	1.057	0.904
17:44500001-45000000	17	44500001	45000000	1.098	0.928
17:45000001-45500000	17	45000001	45500000	1.198	0.946
17:45500001-46000000	17	45500001	46000000	1.3	1.118
17:47500001-48000000	17	47500001	48000000	1.18	0.967
17:48000001-48500000	17	48000001	48500000	1.224	1.104
17:48500001-49000000	17	48500001	49000000	1.139	1.106
17:49000001-49500000	17	49000001	49500000	1.037	1.03
17:49500001-50000000	17	49500001	50000000	0.955	1.033
17:50000001-50500000	17	50000001	50500000	0.983	0.993
17:50500001-51000000	17	50500001	51000000	0.945	0.974
17:51000001-51500000	17	51000001	51500000	1.022	1.047
17:51500001-52000000	17	51500001	52000000	0.912	0.995
17:52000001-52500000	17	52000001	52500000	0.968	1.046
17:52500001-53000000	17	52500001	53000000	0.899	0.958
17:53500001-54000000	17	53500001	54000000	1.135	1.033
17:54000001-54500000	17	54000001	54500000	1.212	0.894
17:55000001-55500000	17	55000001	55500000	1.211	1.062
17:55500001-56000000	17	55500001	56000000	1.146	1.084
17:56000001-56500000	17	56000001	56500000	1.072	1.132
17:56500001-57000000	17	56500001	57000000	0.986	1.094
17:57000001-57500000	17	57000001	57500000	0.973	1.022
17:57500001-58000000	17	57500001	58000000	1.028	0.942
17:58000001-58500000	17	58000001	58500000	0.945	0.947
17:58500001-59000000	17	58500001	59000000	1.005	0.979
17:59500001-60000000	17	59500001	60000000	0.945	0.857
17:60500001-61000000	17	60500001	61000000	1.043	1
17:61000001-61500000	17	61000001	61500000	1.045	0.966
17:61500001-62000000	17	61500001	62000000	1.017	0.986
17:62500001-63000000	17	62500001	63000000	0.941	0.994
17:63500001-64000000	17	63500001	64000000	1.045	0.995
17:64000001-64500000	17	64000001	64500000	0.999	0.957
17:65000001-65500000	17	65000001	65500000	1.009	1.03
17:66000001-66500000	17	66000001	66500000	1.062	1.005
17:66500001-67000000	17	66500001	67000000	1.074	1.02
17:67000001-67500000	17	67000001	67500000	1.063	0.973
17:67500001-68000000	17	67500001	68000000	0.956	0.876
17:68500001-69000000	17	68500001	69000000	1.069	0.925
17:69000001-69500000	17	69000001	69500000	1.014	1.06
17:69500001-70000000	17	69500001	70000000	1.139	1.046
17:70000001-70500000	17	70000001	70500000	1.094	0.998
17:70500001-71000000	17	70500001	71000000	1.087	0.98
17:71000001-71500000	17	71000001	71500000	1.01	1.007
17:71500001-72000000	17	71500001	72000000	0.98	0.958
17:72500001-73000000	17	72500001	73000000	1.122	1.026
17:73000001-73500000	17	73000001	73500000	1.005	0.963
17:73500001-74000000	17	73500001	74000000	1.02	1.037
17:74000001-74500000	17	74000001	74500000	1.019	0.986
17:74500001-75000000	17	74500001	75000000	0.957	1.031
17:75000001-75500000	17	75000001	75500000	1.048	0.976
17:75500001-76000000	17	75500001	76000000	1.012	0.961
17:76000001-76500000	17	76000001	76500000	1.005	1.022
17:76500001-77000000	17	76500001	77000000	1.039	0.993
17:77000001-77500000	17	77000001	77500000	0.957	0.932
17:77500001-78000000	17	77500001	78000000	1.189	1.036
17:78000001-78500000	17	78000001	78500000	1.123	1.068
17:78500001-79000000	17	78500001	79000000	0.979	1.039
17:79000001-79500000	17	79000001	79500000	1.057	1.012
17:79500001-80000000	17	79500001	80000000	1.019	0.982
17:80000001-80500000	17	80000001	80500000	1.031	0.943
17:81000001-81500000	17	81000001	81500000	0.957	1.019
17:81500001-82000000	17	81500001	82000000	0.915	1.004
17:82000001-82500000	17	82000001	82500000	0.903	1.103
17:82500001-83000000	17	82500001	83000000	0.977	1.036
17:83000001-83257441	17	83000001	83257441	1.295	1.185
18:1-500000	18	1	500000	1.022	1.064
18:500001-1000000	18	500001	1000000	0.968	0.977
18:1000001-1500000	18	1000001	1500000	0.939	0.963
18:1500001-2000000	18	1500001	2000000	0.976	1.079
18:2000001-2500000	18	2000001	2500000	0.946	0.984
18:3000001-3500000	18	3000001	3500000	0.863	0.95
18:3500001-4000000	18	3500001	4000000	0.943	0.999
18:4000001-4500000	18	4000001	4500000	0.986	0.869
18:4500001-5000000	18	4500001	5000000	0.93	0.997
18:5000001-5500000	18	5000001	5500000	0.877	0.96
18:5500001-6000000	18	5500001	6000000	0.964	0.93
18:6000001-6500000	18	6000001	6500000	1.051	1
18:6500001-7000000	18	6500001	7000000	0.999	0.952
18:7000001-7500000	18	7000001	7500000	0.982	1.192
18:7500001-8000000	18	7500001	8000000	0.973	1.104
18:9000001-9500000	18	9000001	9500000	0.869	0.84
18:9500001-10000000	18	9500001	10000000	0.921	0.817
18:10000001-10500000	18	10000001	10500000	1.044	0.962
18:10500001-11000000	18	10500001	11000000	0.969	1.051
18:11000001-11500000	18	11000001	11500000	1.003	1.006
18:11500001-12000000	18	11500001	12000000	0.961	1
18:12500001-13000000	18	12500001	13000000	1.046	0.916
18:13000001-13500000	18	13000001	13500000	0.857	1.012
18:13500001-14000000	18	13500001	14000000	0.917	0.945
18:21000001-21500000	18	21000001	21500000	0.949	1.008
18:21500001-22000000	18	21500001	22000000	0.884	0.919
18:22000001-22500000	18	22000001	22500000	1.031	0.948
18:22500001-23000000	18	22500001	23000000	0.934	1.022
18:23000001-23500000	18	23000001	23500000	0.929	1.043
18:23500001-24000000	18	23500001	24000000	1.01	1.077
18:24000001-24500000	18	24000001	24500000	0.967	0.924
18:24500001-25000000	18	24500001	25000000	1.018	1.089
18:25000001-25500000	18	25000001	25500000	1.01	1.013
18:25500001-26000000	18	25500001	26000000	0.997	0.996
18:26000001-26500000	18	26000001	26500000	0.846	0.957
18:26500001-27000000	18	26500001	27000000	0.936	0.995
18:27000001-27500000	18	27000001	27500000	0.9	1.011
18:27500001-28000000	18	27500001	28000000	0.855	1.052
18:28000001-28500000	18	28000001	28500000	0.914	1.021
18:28500001-29000000	18	28500001	29000000	0.97	0.959
18:29000001-29500000	18	29000001	29500000	0.976	1.09
18:29500001-30000000	18	29500001	30000000	1.006	0.866
18:30000001-30500000	18	30000001	30500000	0.996	0.899
18:30500001-31000000	18	30500001	31000000	0.953	0.918
18:31000001-31500000	18	31000001	31500000	0.955	0.976
18:31500001-32000000	18	31500001	32000000	1.031	1.08
18:32000001-32500000	18	32000001	32500000	0.899	1.005
18:32500001-33000000	18	32500001	33000000	0.89	1.065
18:33000001-33500000	18	33000001	33500000	0.942	1.061
18:33500001-34000000	18	33500001	34000000	0.956	1.05
18:34000001-34500000	18	34000001	34500000	0.966	0.938
18:35000001-35500000	18	35000001	35500000	0.936	0.882
18:35500001-36000000	18	35500001	36000000	0.955	0.997
18:36000001-36500000	18	36000001	36500000	0.88	0.972
18:36500001-37000000	18	36500001	37000000	0.978	1.019
18:37000001-37500000	18	37000001	37500000	1.004	1.123
18:37500001-38000000	18	37500001	38000000	1.051	1.047
18:38000001-38500000	18	38000001	38500000	1.05	0.98
18:38500001-39000000	18	38500001	39000000	0.921	0.954
18:39000001-39500000	18	39000001	39500000	0.956	0.993
18:39500001-40000000	18	39500001	40000000	1.026	0.99
18:40000001-40500000	18	40000001	40500000	1.075	1.095
18:40500001-41000000	18	40500001	41000000	0.976	0.95
18:41000001-41500000	18	41000001	41500000	0.907	0.916
18:41500001-42000000	18	41500001	42000000	0.979	1.086
18:42000001-42500000	18	42000001	42500000	0.925	0.965
